,urunKod,urunAdı,listeFiyatı,kdvOran,marka,kategori,menşei,created_id
977,978,PASTAVİLLA JUNIOR ALFABE MAKARNA 500 GR ,2.2,0.08,Pastavilla,Bakliyat,Türkiye,2020-01-01
978,979,PASTAVİLLA JUNIOR UFO TRI COLOR MAKARNA 500 GR ,2.2,0.08,Pastavilla,Bakliyat,Türkiye,2020-01-01
979,980,RUMMO FETTUCCINE 500 G ,11.95,0.08,Rummo,Bakliyat,İtalya,2020-01-01
980,981,RUMMO MAFALDINE 500 GR   ,11.95,0.08,Rummo,Bakliyat,İtalya,2020-01-01
981,982,RUMMO ORGANIK KEPEKLI SPAGHETTI 500 G ,11.95,0.08,Rummo,Bakliyat,İtalya,2020-01-01
982,983,RUMMO ORGANİK KEPEKLİ PENNE 500 G ,11.95,0.08,Rummo,Bakliyat,İtalya,2020-01-01
983,984,RUMMO PAPPARDELLE 500 G ,11.95,0.08,Rummo,Bakliyat,İtalya,2020-01-01
984,985,RUMMO RIGATONI 500 G ,9.95,0.08,Rummo,Bakliyat,İtalya,2020-01-01
985,986,RUMMO SPAGHETTI 500G   ,9.95,0.08,Rummo,Bakliyat,İtalya,2020-01-01
986,987,RUMMO TAGLIATELLE 500 G ,11.95,0.08,Rummo,Bakliyat,İtalya,2020-01-01
987,988,TASSYA HAZIR KONJAK ERİŞTESİ 350 GR ,6.95,0.08,Tassya,Bakliyat,Çin,2020-01-01
988,989,TASSYA HAZIR KONJAK PİRİNCİ 350 GR ,6.95,0.08,Tassya,Bakliyat,Çin,2020-01-01
989,990,UN DO TRE DANA ETLİ TORTELLİNİ 300 GR ,10.75,0.08,undotre,Bakliyat,Türkiye,2020-01-01
990,991,UN DO TRE RİCOTTA PEYNİRLİ RAVİOLİ 300 GR ,9.95,0.08,undotre,Bakliyat,Türkiye,2020-01-01
991,992,ÜLKER MAKARNEKS DOMATES SOSLU ÇABUK ERİŞTE 87 GR ,1.5,0.08,Ülker,Bakliyat,Türkiye,2020-01-01
992,993,ÜLKER MAKARNEKS PEYNİR SOSLU ÇABUK ERİŞTE 90 GR ,1.5,0.08,Ülker,Bakliyat,Türkiye,2020-01-01
993,994,ÜLKER NİSSİN KÖRİ AROMALI POŞET NOODLE 72 GR ,1.0,0.08,Ülker,Bakliyat,Türkiye,2020-01-01
994,995,ÜLKER NİSSİN TAVUK AROMALI POŞET NODDLE 72 GR ,1.0,0.08,Ülker,Bakliyat,Türkiye,2020-01-01
995,996,VERONELLI ARPA ŞEHRİYE 500 GR ,1.5,0.08,Veronelli,Bakliyat,Türkiye,2020-01-01
996,997,VERONELLI BURGU MAKARNA 500 GR ,1.5,0.08,Veronelli,Bakliyat,Türkiye,2020-01-01
997,998,VERONELLI KELEBEK MAKARNA 500 GR ,1.5,0.08,Veronelli,Bakliyat,Türkiye,2020-01-01
998,999,VERONELLI LAZANYA 500 GR ,8.5,0.08,Veronelli,Bakliyat,Türkiye,2020-01-01
999,1000,VERONELLI PENNE MAKARNA  500 GR ,1.5,0.08,Veronelli,Bakliyat,Türkiye,2020-01-01
1000,1001,VERONELLI SPAGHETTI MAKARNA 500 GR ,1.5,0.08,Veronelli,Bakliyat,Türkiye,2020-01-01
1001,1002,VERONELLI TAGLIATELLE 500 GR ,8.5,0.08,Veronelli,Bakliyat,Türkiye,2020-01-01
1002,1003,VERONELLİ LİNGUİNE 500 GR ,1.5,0.08,Veronelli,Bakliyat,Türkiye,2020-01-01
1003,1004,VERONELLİ RİGATONİ 500 GR ,1.5,0.08,Veronelli,Bakliyat,Türkiye,2020-01-01
1004,1005,*MİGROS BALDO PİRİNÇ 1000 GR ,5.75,0.08,migros,Bakliyat,Türkiye,2020-01-01
1005,1006,*MİGROS BALDO PİRİNÇ 2500 GR ,13.45,0.08,migros,Bakliyat,Türkiye,2020-01-01
1006,1007,*MİGROS JASMINE PİRİNÇ 1000 G. ,5.95,0.08,migros,Bakliyat,Türkiye,2020-01-01
1007,1008,*MİGROS KEPEKLİ PİRİNÇ 1000 GR ,6.25,0.08,migros,Bakliyat,Türkiye,2020-01-01
1008,1009,*MİGROS OSMANCIK PİRİNÇ 1000 GR ,5.25,0.08,migros,Bakliyat,Türkiye,2020-01-01
1009,1010,*MİGROS OSMANCIK PİRİNÇ 2500 GR ,12.5,0.08,migros,Bakliyat,Türkiye,2020-01-01
1010,1011,*MİGROS PİLAVLIK İTHAL PİRİNÇ 1000 GR ,3.85,0.08,migros,Bakliyat,Türkiye,2020-01-01
1011,1012,*MİGROS PİLAVLIK İTHAL PİRİNÇ 2500 GR ,9.0,0.08,migros,Bakliyat,Türkiye,2020-01-01
1012,1013,ALA ÇİFTÇİ OSMANCIK PİRİNÇ 2 KG ,8.95,0.08,Ala çiftçi,Bakliyat,Türkiye,2020-01-01
1013,1014,ANADOLU LEZZETLERI GÖNEN SARIKÖY BALDO PIRINÇ 1 KG ,10.95,0.08,anadolu lezzetleri,Bakliyat,Türkiye,2020-01-01
1014,1015,MİGROS KIRIK PİRİNÇ 1000 G ,2.0,0.08,migros,Bakliyat,Türkiye,2020-01-01
1015,1016,MİGROS PİLAVLIK YERLİ PİRİNÇ 2500 G ,9.35,0.08,migros,Bakliyat,Türkiye,2020-01-01
1016,1017,NOBA BALDO PİRİNÇ 1 KG ,9.5,0.08,Noba,Bakliyat,Türkiye,2020-01-01
1017,1018,"NOBA BALDO PİRİNÇ 2,5 KG ",21.95,0.08,Noba,Bakliyat,Türkiye,2020-01-01
1018,1019,NOBA CALROSE PİRİNÇ 1000 GR ,6.25,0.08,Noba,Bakliyat,Türkiye,2020-01-01
1019,1020,NOBA JASMİNE PİRİNÇ 1 KG ,11.5,0.08,Noba,Bakliyat,Türkiye,2020-01-01
1020,1021,NOBA KEPEKLİ PİRİNÇ 1 KG ,7.5,0.08,Noba,Bakliyat,Türkiye,2020-01-01
1021,1022,NOBA OSMANCIK PİRİNÇ 1 KG ,7.5,0.08,Noba,Bakliyat,Türkiye,2020-01-01
1022,1023,"NOBA OSMANCIK PİRİNÇ 2,5 KG ",17.95,0.08,Noba,Bakliyat,Türkiye,2020-01-01
1023,1024,NOBA PİRİNÇ BASMATİ 1 KG ,12.95,0.08,Noba,Bakliyat,Türkiye,2020-01-01
1024,1025,YAYLA GURME BASMATİ PİRİNÇ 500 GR ,9.5,0.08,Yayla,Bakliyat,Türkiye,2020-01-01
1025,1026,YAYLA GURME JASMİNE PİRİNÇ 500 GR ,7.95,0.08,Yayla,Bakliyat,Türkiye,2020-01-01
1026,1027,YAYLA GURME KEPEKLİ PİRİNÇ 500 GR ,7.5,0.08,Yayla,Bakliyat,Türkiye,2020-01-01
1027,1028,YAYLA GURME RİSOTTO PİRİNÇ 500 GR ,9.95,0.08,Yayla,Bakliyat,Türkiye,2020-01-01
1028,1029,YAYLA GURME SİYAH PİRİNÇ 500 GR ,10.5,0.08,Yayla,Bakliyat,Türkiye,2020-01-01
1029,1030,YAYLA GÖNEN BALDO PİRİNÇ 1 KG ,9.35,0.08,Yayla,Bakliyat,Türkiye,2020-01-01
1030,1031,YAYLA GÖNEN BALDO PİRİNÇ 2 KG ,18.45,0.08,Yayla,Bakliyat,Türkiye,2020-01-01
1031,1032,YAYLA KIRIK PİRİNÇ 1 KG ,3.1,0.08,Yayla,Bakliyat,Türkiye,2020-01-01
1032,1033,YAYLA OSMANCIK PİRİNÇ 2 KG ,14.75,0.08,Yayla,Bakliyat,Türkiye,2020-01-01
1033,1034,YAYLA OSMANCIK PİRİNÇ1 KG ,7.5,0.08,Yayla,Bakliyat,Türkiye,2020-01-01
1034,1035,YAYLA PİLAVLIK PİRİNÇ 1 KG GÖNEN BÖLGESİ MAHSULÜ ,7.95,0.08,Yayla,Bakliyat,Türkiye,2020-01-01
1035,1036,YAYLA PİLAVLIK PİRİNÇ 2 KG ,15.5,0.08,Yayla,Bakliyat,Türkiye,2020-01-01
1036,1037,YAYLA PİLAVLIK PİRİNÇ 2 KG (TOSYA BÖLGESİ MAHSULÜ) ,14.75,0.08,Yayla,Bakliyat,Türkiye,2020-01-01
1037,1038,YAYLA YERLİ PİLAVLIK PİRİNÇ 2 KG ,8.95,0.08,Yayla,Bakliyat,Türkiye,2020-01-01
1038,1039,*MİGROS PETIT BEURRE BİSKÜVİ 1000 GR ,2.95,0.08,migros,Atıştırmalık,Türkiye,2020-01-01
1039,1040,*MİGROS ÇİKOLATA KAPLAMALI SANDVİÇ 10'LU 300 GR ,2.45,0.08,migros,Atıştırmalık,Türkiye,2020-01-01
1040,1041,*MİGROS ÇİKOLATA KAPLAMALI SANDVİÇ 30 GR ,0.3,0.08,migros,Atıştırmalık,Türkiye,2020-01-01
1041,1042,ALBENİ ATIŞTIRMALIK ÇİKOLATALI 63 G ,1.25,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1042,1043,ANADOLU LEZZETLERİ ARTVİN SİLOR 250 GR ,4.5,0.08,anadolu lezzetleri,Atıştırmalık,Türkiye,2020-01-01
1043,1044,ANNA'S BADEMLİ BİSKÜVİ 150 GR ,7.75,0.08,Annas,Atıştırmalık,Türkiye,2020-01-01
1044,1045,ANNA'S CAPPUCCİNO BİSKÜVİ 150 GR ,7.75,0.08,Annas,Atıştırmalık,Türkiye,2020-01-01
1045,1046,ANNA'S PORTAKALLI BİSKÜVİ 150 GR ,7.75,0.08,Annas,Atıştırmalık,Türkiye,2020-01-01
1046,1047,BELVITA TAHILLI BİSKÜVİ 50 G ,1.5,0.08,Belvita,Atıştırmalık,Ukrayna,2020-01-01
1047,1048,BELVITA ÇİKOLATA PARÇACIKLI TAHILLI BİSKÜVİ 50 G ,1.5,0.08,Belvita,Atıştırmalık,Ukrayna,2020-01-01
1048,1049,BIGJOY PROTEİNLİ BARBEKÜLÜ KRAKER 42 G ,5.0,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1049,1050,BIGJOY PROTEİNLİ DOMATESLİ KRAKER 42 G ,5.0,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1050,1051,BIGJOY PROTEİNLİ SADE KRAKER 42 G ,5.0,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1051,1052,BISCOLATA MOOD BITTER 125 G ,3.5,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1052,1053,BISCOLATA MOOD BİTTER ÇİKOLATALI 45 GR ,1.1,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1053,1054,BISCOLATA STARZ 94 GR ,1.45,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1054,1055,BISCOLATA STARZ BITTER ÇİKOLATALI 94 GR ,1.45,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1055,1056,BISCOLATA STIX PIRINÇ PATLAKLI 34 GR ,1.45,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1056,1057,BISCOLATA STIX SÜTLÜ 40 G ,1.45,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1057,1058,BOMPİ KAKAO DROPLU AMERİKAN COOKİE 150 G ,4.95,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1058,1059,BOMPİ TEREYAĞLI KURABİYE 150 G ,4.95,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1059,1060,BİSCOLATA MOOD BARDAK 125 GR ,3.5,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1060,1061,BİSCOLATA MOOD ÇİKOLATA KREMA DOLGULU BİSKÜVİ 40 GR ,1.35,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1061,1062,BİSCOLATA STİX  HINDISTAN ÇEVIZLI 36 G ,1.45,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1062,1063,BİSKREM KAKAOLU 200 G ,2.25,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1063,1064,CRAX PATLAYAN LEZZET PEYNİRLİ&SOĞANLI ÇUBUK 80 G ,1.0,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1064,1065,CRAX PAYLAYAN LEZZET ACI BAHARATLI ÇUBUK 80 G ,1.0,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1065,1066,ÇİZİVİÇ PEYNİRLİ SANDVİÇ 270 G ,2.45,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1066,1067,ETI BENIMO 66X3 GR ,3.75,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1067,1068,ETI CICIBEBE  TAHILLI 172 G ,2.25,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1068,1069,ETI GONG 64 GR ,1.0,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1069,1070,ETİ BALIK KRAKER 135 GR ,0.9,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1070,1071,ETİ BALIK KRAKER 60 GR ,0.5,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1071,1072,ETİ BALIK KRAKER MISIRLI 92 G ,0.95,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1072,1073,ETİ BALIK KRAKER PEYNİRLİ 82 G ,1.0,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1073,1074,ETİ BEBE EKMEĞİ VİTAMİNLİ 125 GR ,2.5,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1074,1075,ETİ BENİM'O ÇİKOLATALI LOKMALIK 88 GR ,1.25,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1075,1076,ETİ BURÇAK BİSKÜVİ 131 GR ,0.95,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1076,1077,ETİ BURÇAK BİSKÜVİ 3'LÜ 420 GR ,2.95,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1077,1078,ETİ BURÇAK KAKAO KREMALI YULAFLI 100 G ,1.25,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1078,1079,ETİ BURÇAK KAKAO KREMALI YULAFLI 3'LÜ 246 G ,2.25,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1079,1080,ETİ BURÇAK SULTANİ BİSKÜVİ 138 GR ,1.0,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1080,1081,ETİ BURÇAK SULTANİ BİSKÜVİ 3'LÜ 390 GR ,2.95,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1081,1082,ETİ BURÇAK SÜTLÜ ÇİKOLATALI BİSKÜVİ 114 GR ,1.5,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1082,1083,ETİ BURÇAK YULAFLI BİSKÜVİ 133 GR ,0.95,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1083,1084,ETİ CRAX KIVRIMLI KETÇAPLI ÇUBUK KRAKER 115 G ,1.0,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1084,1085,ETİ CRAX ÇUBUK KRAKER 150 GR ,1.0,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1085,1086,ETİ CRAX ÇUBUK KRAKER 52 G ,0.5,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1086,1087,ETİ CRAX ÇUBUK KRAKER ACILI 45 GR ,0.5,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1087,1088,ETİ CRAX ÇUBUK KRAKER BAHARATLI 123 G ,1.0,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1088,1089,ETİ CRAX ÇUBUK KRAKER PEYNİRLİ 80 G ,1.0,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1089,1090,ETİ CİCİBEBE BİSKÜVİ 1000 GR ,9.35,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1090,1091,ETİ CİCİBEBE BİSKÜVİ 172 GR ,1.85,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1091,1092,ETİ CİCİBEBE BİSKÜVİ 400 GR ,3.95,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1092,1093,ETİ CİCİBEBE BİSKÜVİ 800 GR ,8.0,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1093,1094,ETİ CİN 5'Lİ PORTAKALLI 135 G ,1.2,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1094,1095,ETİ CİN LOKMALIK 3LÜ 306 G ,2.95,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1095,1096,ETİ CİN PORTAKALLI 351 GR ,3.25,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1096,1097,ETİ CİN TEK LOKMALIK BİSKÜVİ PORTAKALLI JÖLELİ 102 GR ,1.0,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1097,1098,ETİ ETİMEK KLASİK HAZIR KIZARMIŞ EKMEK 125 GR ,1.5,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1098,1099,ETİ ETİMEK TUZSUZ HAZIR KIZARMIŞ EKMEK 130 GR ,1.5,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1099,1100,ETİ FINGER BİSKÜVİ 900 GR ,5.95,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1100,1101,ETİ FORM ATIŞTIRMALIK KAKAOLU YABAN MERSİNLİ 28 G ,0.75,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1101,1102,ETİ FORM ATIŞTIRMALIK PORTAKALLI 28 G ,0.75,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1102,1103,ETİ FORM ATIŞTIRMALIK ZEYTİNLİ 28 G ,0.75,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1103,1104,ETİ FORM BİSKÜVİ KEPEKLİ 45 GR ,0.5,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1104,1105,ETİ FORM BİSKÜVİ LİMON LİFLİ 50 GR ,0.75,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1105,1106,ETİ FORM BİSKÜVİ ÇİKOLATA KAPLI LİFLİ 56 GR ,1.25,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1106,1107,ETİ FORM KARIŞIK MEYVELİ KEPEKLİ BİSKÜVİ 45 GR ,1.0,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1107,1108,ETİ FORM LIGHT KEPEKLİ BİSKÜVİ 5'Lİ225 GR ,2.45,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1108,1109,ETİ FORM LIGHT KEPEKLİ EKMEK 120 GR ,1.75,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1109,1110,ETİ FORM LIGHT MISIR VE PİRİNÇ PATLAĞI 67 GR ,1.25,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1110,1111,ETİ FORM TAHIL PATLAĞI 54 G ,1.0,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1111,1112,ETİ FORM ÇUBUK 50 GR ,0.75,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1112,1113,ETİ GONG BALLI HARDALLI 68 G ,1.25,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1113,1114,ETİ GONG PEYNİRLİ BAHARATLI 68 G ,1.25,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1114,1115,ETİ KAKAOLU 125 G ,1.0,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1115,1116,ETİ KOMBO 56 GR ,0.9,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1116,1117,ETİ KREMALI BİSKÜVİ 77 GR ,0.5,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1117,1118,ETİ NEGRO 3LÜ 300 G ,3.55,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1118,1119,ETİ NEGRO 91 GR ,1.25,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1119,1120,ETİ PETİBÖR BİSKÜVİ ÇİFTE KAVRULMUŞ 400 GR ,2.95,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1120,1121,ETİ PETİT BEURRE BİSKÜVİ 1 KG ,6.25,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1121,1122,ETİ PETİT BEURRE BİSKÜVİ 200 GR ,1.5,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1122,1123,ETİ PETİT BEURRE BİSKÜVİ 400 GR ,2.95,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1123,1124,ETİ PETİT BEURRE KAKAOLU BİSKÜVİ 370 GR ,2.75,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1124,1125,ETİ PRONOT GLUTENSİZ BEBE BİSKÜVİSİ 180 GR ,3.5,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1125,1126,ETİ PRONOT GLUTENSİZ BİSKÜVİ 85 GR ,1.75,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1126,1127,ETİ PUF HİNDİSTAN CEVİZLİ 16 GR ,0.3,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1127,1128,ETİ PUF K.MEYVE DOLGULU MARSHMALLOW BİSKÜVİ 20 G ,0.35,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1128,1129,ETİ PUF KAKAOLU 18 GR ,0.3,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1129,1130,ETİ PUF KARAMEL DOLGULU MARSHMALLOW BİSKÜVİ 20 G ,0.35,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1130,1131,ETİ PUF RENKLİ 18 GR ,0.3,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1131,1132,ETİ PİZZA KRAKER 120 GR ,1.0,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1132,1133,ETİ PİZZA KRAKER 30 GR ,0.5,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1133,1134,ETİ TUTKU KAKAO KREMALI MOZAİK BİSKÜVİ 210 GR ,2.25,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1134,1135,ETİ TUTKU MOZAİK BİSKÜVİ KAKAO KREMALI RULO 130 G ,1.25,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1135,1136,ETİ YULAFLI KREMALI BİSKÜVİ 100 GR ,1.0,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1136,1137,ETİ ÇUBUK KRAKER SUSAMLI 111 GR ,1.25,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1137,1138,ETİ ÇUBUK KRAKER SUSAMLI 37 GR ,0.5,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1138,1139,FIORELLA BİTTER ÇİKOLATALI BİSKÜVİ 102 G ,2.5,0.08,Fiorella,Atıştırmalık,Türkiye,2020-01-01
1139,1140,FIORELLA SÜTLÜ ÇİKOLATALI BİSKÜVİ 102 G ,2.5,0.08,Fiorella,Atıştırmalık,Türkiye,2020-01-01
1140,1141,GRAN PAVESİ KRAKER DOMATES PEYNİRLİ 250 GR ,5.95,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1141,1142,GRAN PAVESİ MEDİTERRANEO OLİVE 250 GR ,5.95,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1142,1143,GRANOLA BERRY BITES 100 G ,9.9,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1143,1144,GRANOLA CHOCO BITES 100 G ,9.9,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1144,1145,GRETA DOMATES FESLEĞENLI MP 120 G ,2.5,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1145,1146,GRETA SUSAM ÇÖREK OTLU MP 120 G ,2.5,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1146,1147,GRETA ZEYTİN KEKİKLİ MP 120 G ,2.5,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1147,1148,GULLON ŞEKERSİZ DAMLA ÇİKOLATALI ,11.25,0.08,Gullon,Atıştırmalık,İspanya,2020-01-01
1148,1149,GULLON ŞEKERSİZ DIGESTIVE BİSKÜVİ 400 G ,14.85,0.08,Gullon,Atıştırmalık,İspanya,2020-01-01
1149,1150,HANIMELLER ÇOKODAMLA 180 GR ,2.25,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1150,1151,HIPP ORGANİK BEBEK BİSKÜVİSİ 150 GR ,8.95,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1151,1152,HIPP ORGANİK ELMALI ÇOCUK BİSKÜVİSİ 150 GR ,8.95,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1152,1153,JACOBSEN DISNEY BITTER ÇIKOLATALI KURABIYE 150 G. ,5.9,0.08,Jacobsen,Atıştırmalık,Danimarka,2020-01-01
1153,1154,JACOBSENS TEREYAĞLI KURABİYE 150 GR. ,10.75,0.08,Jacobsen,Atıştırmalık,Danimarka,2020-01-01
1154,1155,JDT ÇİKOLATA KAPLI ŞEKERLİ BİSKÜVİ 100 GR ,20.95,0.08,Jacobsen,Atıştırmalık,Danimarka,2020-01-01
1155,1156,JULES DESTROOPER BADEMLİ KURABİYE 100 GR ,20.95,0.08,Jacobsen,Atıştırmalık,Danimarka,2020-01-01
1156,1157,LOTUS KARAMELLİ BİSKÜVİ 125 G ,4.5,0.08,Lotus,Atıştırmalık,İngiltere,2020-01-01
1157,1158,LOTUS KARAMELLİ BİSKÜVİ 250 GR ,8.95,0.08,Lotus,Atıştırmalık,İngiltere,2020-01-01
1158,1159,LOTUS ORJİNAL KARAMELİZE BİSKÜVİ 120 GR ,5.95,0.08,Lotus,Atıştırmalık,İngiltere,2020-01-01
1159,1160,LOVEIT FRAMBUAZLI KREMALI BİSKÜVİ 88 GR ,2.5,0.08,Loveit,Atıştırmalık,İngiltere,2020-01-01
1160,1161,LOVEIT KAYISILI KREMALI BİSKÜVİ 88 GR ,2.5,0.08,Loveit,Atıştırmalık,İngiltere,2020-01-01
1161,1162,LOVEIT MİSKET LİMONLU KREMALI BİSKÜVİ 88 GR ,2.5,0.08,Loveit,Atıştırmalık,İngiltere,2020-01-01
1162,1163,LUPPO SANDVIÇ KEK 322 G ,5.0,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1163,1164,MCVİTİES DİGESTVE BITTER ÇİK.91 G ,2.5,0.08,mcvities,Atıştırmalık,İngiltere,2020-01-01
1164,1165,MCVİTİES DİGESTİVE ORİGİNAL 120 G ,2.5,0.08,mcvities,Atıştırmalık,İngiltere,2020-01-01
1165,1166,MCVİTİES DİGESTİVE ORİGİNAL 48 G ,1.0,0.08,mcvities,Atıştırmalık,İngiltere,2020-01-01
1166,1167,MCVİTİES DİGESTİVE SÜTLÜ ÇİK 34 G ,1.0,0.08,mcvities,Atıştırmalık,İngiltere,2020-01-01
1167,1168,MCVİTİES DİGESTİVE SÜTLÜ ÇİK 91 G ,2.5,0.08,mcvities,Atıştırmalık,İngiltere,2020-01-01
1168,1169,MIGROS KAKAO KREMALI SANDVİÇ BİSKÜVİ 10'LU 300 GR. ,1.95,0.08,migros,Atıştırmalık,Türkiye,2020-01-01
1169,1170,MILKA CHOC&CHOC 150 G ,7.45,0.08,Milka,Atıştırmalık,İsviçre,2020-01-01
1170,1171,MILKA CHOCO GRAINS 168 GR ,6.25,0.08,Milka,Atıştırmalık,İsviçre,2020-01-01
1171,1172,MILKA CHOCO MOO 200 GR ,7.45,0.08,Milka,Atıştırmalık,İsviçre,2020-01-01
1172,1173,MILKA CHOCO SENSATIONS BISKUVI 156 G ,6.5,0.08,Milka,Atıştırmalık,İsviçre,2020-01-01
1173,1174,MILKA LILA STIX 144 GR ,6.25,0.08,Milka,Atıştırmalık,İsviçre,2020-01-01
1174,1175,MİGROS BAHARATLI KRAKER 65 G ,0.45,0.08,migros,Atıştırmalık,Türkiye,2020-01-01
1175,1176,MİGROS KAKAO DAMLALI BİSKÜVİ 150 G ,1.0,0.08,migros,Atıştırmalık,Türkiye,2020-01-01
